CPF,horas_atuando,duble_cpf,seguidores_instagram,seguidores_twitter
35968141893,15000,56624288882,34880,31384
71629208685,2500,70817782209,47186,88967
45884182468,500,45933031067,14421,99048
75123991777,2500,,19097,59673
30167315036,100,76551408157,44857,43465
93636598379,12000,,22830,61166
22789175728,2500,,21785,84137
39363823534,50000,77771256067,48966,27529
40040498346,100,62585033907,60052,4197
75262825307,50000,40023706351,8140,34561
36591519516,1000,73435609834,88064,27347
75926742132,20000,82668331685,39076,40289
68866612875,12000,81353272095,29372,64952
87708087917,500,,79656,7122
36454683388,5000,20938684942,32265,27551
97353388426,1000,57747801730,54028,91909
33814301327,50000,18198639471,96049,11586
79233253715,20000,36828837352,97311,76231
18664026573,100,,33448,35389
66847647794,5000,,65193,85784
75604139436,15000,23809325008,85953,71756
99620311094,1000,86038130276,58820,79407
71268878260,2500,40649069725,39857,14101
21124295467,500,59510314303,56614,91996
68327528348,20000,,35933,79585
15151095627,100000,57747801730,13741,94843
96797944151,100000,,82695,59102
72933371284,5000,81371127715,24124,63340
21112341879,12000,19287956323,2182,33289
90219871523,500,26315031125,11998,78729
38334424863,20000,64744117517,47274,48952
36781881338,50000,,53253,46932
17220972820,100,,78599,90070
25793926864,100,53283169776,94909,11266
28497026287,1000,73910028295,43262,78214
61893209520,100000,45933031067,80648,51090
19429353772,20000,78944312942,1597,48238
93446458385,100,,51526,29697
97015591620,5000,50534939429,72881,2078
59705960076,2500,66085973796,61979,93075
75996744193,2500,,73385,21676
99474742361,2500,34060563127,89867,15067
26345306600,1000,,14855,49671
83632698413,100,33225364675,82313,19180
35924781406,100,,11967,45384
85441492328,100,31401244376,87109,70800
73686025942,5000,25891758542,96506,27866
55836057581,15000,,53884,2802
70507374286,1000,,50360,3035
76342100242,15000,36500162472,65253,42803
55849228226,2500,28322355751,34520,41531
18680904903,500,22297072923,17883,5625
68423666893,100,,85013,40639
36996745318,5000,48750461862,2254,56884
30586256642,1000,81023424721,2267,65884
26712409277,500,,35415,67686
63350190305,2500,,2023,54161
90278610198,1000,59337548930,94204,37052
90070268123,50000,75751489773,64647,34809
90415361454,15000,,24118,14322
91634152202,100,38153573967,69790,56308
74679375940,100,,53850,65079
38315007994,12000,,23388,18335
56404823822,1000,65786703648,27293,95670
11457436649,20000,20755864224,40658,11792
20503245594,12000,50426297263,12699,67423
99394365684,50000,,55237,59438
13331401587,500,,14950,697
59026990810,5000,,55499,89800
12997745427,2500,98585837749,16052,4558
60430589388,100000,,73289,8337
76983744235,12000,16462478953,7760,21396
35738695369,100,53269749765,34591,6394
22887208572,1000,34577563290,35104,76038
38730850398,2500,93973448473,23715,62592
30581279343,2500,,51884,40178
90166143551,100,,76022,46076
56219232648,15000,,17224,8823
78222302622,20000,22436126923,76337,90140
47282419162,500,63382531486,63193,18570
29516940903,2500,65862816230,39037,75737
33472431691,1000,81463941476,35312,99434
42250184673,50000,74224015818,13120,48833
69689698407,15000,34204444604,62298,39302
30255881015,20000,,13786,84096
55920325190,2500,,12574,7523
57303482073,500,,13578,74360
61331849658,12000,20734332164,69911,96283
17823569620,1000,,62801,82799
72516705701,2500,66314637773,15025,69024
14340277886,15000,,88719,82038
53903683080,12000,91423950955,58835,96088
22919363567,500,67872139744,95847,83443
36266268579,5000,38730850398,11426,3075
20458527946,2500,,57991,97181
86700377131,50000,34577563290,47644,47345
87375384551,500,81840342254,83455,25679
38564822372,20000,,53082,71744
83528223947,100000,,43552,94993
60941360547,100000,,7539,64790
22459997143,500,,69725,54985
96091888026,50000,,85269,47203
93584666095,12000,82728690807,3667,45409
19375307653,50000,,35882,17509
18027332853,500,,44994,18612
83827063469,12000,77399998266,96472,10529
65493585675,1000,,29340,76026
76049661703,500,85145506498,43736,52712
28547627861,100000,92110558231,8501,98579
51103334573,5000,,6239,56615
87795417919,20000,,37850,32630
58663831368,100000,,67930,16805
73513979583,20000,27933200751,22125,37834
33523788751,50000,71629208685,62447,16137
24253833141,15000,67858330147,16169,44023
38856018299,2500,10564965969,47239,79426
12096740072,20000,,25212,23552
55509986452,500,94247639209,54212,78555
10061592695,100,,17069,74323
88821490709,20000,,11148,63428
68751737350,50000,16127071519,36188,35249
89601616004,1000,81550002098,8698,65963
14496866959,12000,95835508027,21281,46807
32396724615,12000,58906985551,92902,82289
24896722812,500,65910414804,21970,18361
43984149916,5000,,81988,68981
23447275146,1000,31111043916,98601,96757
45713300321,100000,94897381112,54161,23137
38162152123,50000,,63732,45474
32047916997,100,,54556,92265
68685329136,500,,87272,47586
22641708791,500,16233140694,47883,84492
53356339610,15000,,78131,7131
51948782506,100000,63421026442,98232,77062
58242421054,15000,77804703036,90199,25967
74713098968,20000,,5853,73701
12101876474,1000,77296802668,34980,93396
28692486278,50000,,55932,50040
22550611699,100000,,20817,2074
13043047650,20000,68300344680,11018,33614
56445815342,500,,16627,48140
49872686728,100,15178614644,92827,68915
64881923327,5000,17817848645,92387,55770
89818042216,100,27469810221,49933,930
72762480839,5000,,81427,46108
81064029425,12000,,61955,53134
43530117571,50000,88417466313,24090,64569
64409184237,500,,26363,72403
37300446147,12000,65910414804,19934,34932
30289777628,1000,40155281238,69694,99416
70139494508,12000,,70382,16398
36935738508,1000,,64303,98518
30517711701,100,,1360,95131
95745241607,2500,30255881015,18593,87173
29339235083,20000,,54577,16724
32759265440,20000,59466685798,74988,3944
66322220347,100,,14365,31056
56864449547,50000,,60843,75169
39079673099,12000,91213202505,67516,18376
64063422938,5000,,52926,73422
28726095320,1000,82655839704,69661,43363
43320518636,500,55492533949,2013,39858
97626883605,500,,41569,57030
50876313780,2500,,97620,91181
87738377582,50000,,6385,97964
37200437677,15000,,79835,28535
12481253460,5000,91793788456,37069,29754
70541464687,5000,34726783842,48026,34327
43978616330,15000,44278553830,28439,14716
32217041447,20000,,28272,59446
88492903407,50000,35921403523,4191,78621
30961108776,15000,57234585406,19320,41890
96031847330,50000,21981366389,93782,8451
89742587658,20000,98077256031,14721,21019
21093787856,1000,12798023789,63240,8901
65682857602,100,51640622829,79324,89090
80713851931,100,,93201,15814
28458023731,2500,75854577525,18646,69546
70785920717,1000,,29753,5543
64273291364,500,81840342254,74633,13367
15841404836,15000,,68113,96597
30611713565,20000,24144161455,78892,92334
68171395726,100000,,17292,73408
25452481113,1000,,59986,21434
55799127447,500,79455464177,21442,86641
66948225824,12000,,54864,73151
18380514137,2500,,79327,4608
68199664609,1000,,63247,26214
43522634435,20000,90877738462,40257,23670
56879137962,5000,,96032,86277
60937906416,15000,,42570,55665
50747189883,12000,14092086879,38520,8140
73999968036,2500,32967466770,1936,93059
43450084163,12000,85326135396,88072,94359
94419697689,100000,50876313780,23654,15580
82422366277,2500,47580767548,52215,78303
24808597724,1000,37934155451,25716,26564
12259275664,100000,92195471037,66894,20428
77210265970,1000,,30754,61299
61411895146,100000,94624930116,55895,49701
34450154808,1000,,67538,82495
90724020991,20000,33608541004,75270,25356
78945296624,100000,21432468838,34783,55582
12931946645,100000,54330503131,55243,53420
14194911004,2500,,64808,17964
32797357765,5000,,60428,161
46559139671,500,13826596819,14796,69736
52455697825,5000,,56768,79401
36892768734,1000,97341461201,64884,81001
80921214435,5000,11384088069,2494,45104
60960758792,5000,59996488632,84722,29740
17284002979,2500,32501583773,98148,4542
99890419943,12000,85326135396,32447,98411
56192901717,100000,43984149916,36436,47026
26021608272,500,53286506318,5781,96867
12435615272,100,,62918,32594
72361973844,500,12038535079,64516,88821
68447075755,100,27336499986,55344,28612
48601205943,100,95745241607,39170,59415
30254576231,15000,54074186084,36956,72117
39454455057,500,,9687,14735
82619289745,5000,43333858321,54563,3465
14882899892,12000,,39411,7251
49227477606,2500,,97142,24758
75785128881,5000,91372341637,12607,60576
56483731324,15000,62020381490,55446,88601
33050638296,1000,87636955386,43829,52679
16306463767,50000,99890419943,89014,67791
57616679945,100000,93567696875,29645,58170
52476124977,2500,37230332641,49212,52890
96953545983,12000,33733661363,74652,37429
61556046790,100000,65249617255,85238,3333
93617371437,2500,26250706139,18896,51246
96859011026,20000,14488450226,23081,15156
42966802651,20000,75482755646,14938,38517
71341547612,15000,,70082,81301
75780724239,100000,90506527819,40497,59873
76336350143,1000,12524662882,89477,45887
11522879947,1000,,92352,66112
28528173329,12000,,82980,24274
79419695004,2500,,66340,18140
32154525898,5000,13150073755,60127,47259
66813693870,15000,44880253142,99698,34339
99940192256,12000,,52450,64108
91831514593,500,,15755,19128
86828133820,2500,87269134199,3844,72070
67621967403,12000,,49757,13558
14550060103,2500,25948029923,13276,73004
74754638526,1000,59094350963,8853,13735
51001053490,2500,,92818,20770
87557133069,5000,,39037,28689
13196956965,15000,26425802117,35984,21630
62923013450,100,83974899580,58999,64154
24591949455,50000,,91703,76068
36859331431,50000,13042020442,43670,19605
36092753056,15000,,97216,78744
48847627799,15000,23353963041,6765,54902
45464181297,100000,67458173550,97633,17294
74374137571,500,36591519516,53303,16504
51128653966,5000,35651506510,31946,50945
98160382874,100,,68357,40384
43961809937,15000,28205856117,38118,65587
44236404788,500,16607896094,85301,78520
29207649298,20000,31805895430,20258,5347
20402961730,15000,58930777247,32376,36255
13641460966,20000,,1344,58492
79553261647,500,,93939,12229
69187767709,5000,,95789,54161
26970711385,100,83607595156,39265,73124
19592613039,1000,97341461201,51563,4552
71646119323,15000,11294272322,87290,43862
34718549867,5000,78815650164,2124,36654
86230564508,500,,47808,73313
88591029649,2500,,12773,87119
26718451783,20000,53914462758,4079,6033
83199327903,12000,,6418,70411
81234950143,15000,90890950346,83004,25357
38696694828,100,71217761626,75547,56123
10319707564,100,52461553332,64911,77860
13366833164,500,,8077,40821
63499744248,15000,45373239110,20265,31103
58628976388,500,32738046924,7974,30117
18168000953,5000,14566008889,26662,99307
13924124936,2500,,55764,30737
83339626910,20000,,16638,38155
35504011469,50000,58502056965,92483,96325
90354600386,2500,12524662882,17609,94489
91592914299,100,,5662,21542
48336047800,500,,25883,37917
89265943608,50000,55287016958,39798,59533
38447286489,5000,14882899892,25244,58421
92315307638,1000,,75833,20760
73095712445,100,72564328865,24929,84639
45238467273,12000,55165738846,52547,9669
36070337724,5000,32396724615,17997,42952
55227839738,50000,,53059,41221
38441390851,100000,,13376,97295
60988823364,1000,,59926,95698
38517430387,100,51948782506,65305,73962
45819827466,500,58834547995,76482,35307
57048897421,1000,38412108063,9069,2157
18946295811,500,64223323622,74519,2451
84975784028,100000,,27977,51377
34256112864,50000,24057025373,38021,19046
39140863833,12000,86939847692,53501,4784
24761111302,100000,70794569062,80953,24933
86180036638,5000,,95928,58672
59334208106,15000,,72246,42317
61587770489,100,21059950714,22144,27734
86695019477,500,34390973243,81481,19003
81594524292,100,10442278878,99362,57689
29723878842,500,,8162,44078
51215811007,15000,87222921944,56553,52943
42293962144,15000,21640850500,82966,84063
76478097633,500,69993901941,18492,29398
49329071887,1000,85592649057,2503,62310
70451107842,20000,,11162,88862
94858429537,100,34446613246,69225,15963
12731292240,500,81779982895,79227,49191
32359077606,12000,55826333137,82223,5610
86992157273,100,53283169776,42804,13101
41995463808,2500,67422379507,7719,85151
50588694159,15000,,2466,80893
11252589348,100000,60515590699,65156,77756
78029864815,2500,61754284689,39680,74489
84232340843,1000,56431254735,5900,4736
86806672309,1000,86836348644,19955,85645
94108015870,500,,40413,32267
97513306818,15000,11252589348,438,254
64963233294,15000,34060563127,69767,24402
15045102921,1000,,22030,719
40715257219,100,86300734383,52860,42423
35776348109,15000,,74895,28981
66332380360,5000,15638934373,34338,13445
52333313828,2500,72618485147,64249,65157
41138610620,15000,86550035463,28522,37199
88022249407,12000,75100296131,33019,80427
80219153648,100000,11433445931,3595,44903
28130275767,20000,,7087,17888
95781537816,15000,17309573795,12049,64158
34788438574,12000,11380881939,41203,11582
80526779928,12000,89758350927,79516,62736
78144933473,100000,14781327080,72147,94294
88892513017,1000,,1403,79099
68438011999,20000,,67185,19088
96791247334,50000,12997745427,85972,31070
29310919196,100000,51049528776,24933,42271
72565517641,2500,42244819922,5422,89585
42018534255,500,,33413,69392
27946198308,100,68103756924,80191,40862
18550329333,100000,81023424721,79735,12470
64802480744,2500,,67586,6905
66501350738,100000,22013176367,38089,63209
92831511613,5000,12086753092,93640,79990
23411406085,100000,,13638,20533
36336634913,2500,,48349,51252
10524348662,15000,24082835239,84497,61335
75439281870,2500,42293962144,69572,84339
97192527889,5000,,97197,16427
61029576360,12000,,56727,38402
49223651678,1000,47359624088,94537,41979
66843991078,500,50876313780,53777,25348
58026234834,100,,64228,14333
35199330170,5000,,4747,17335
71796492123,100000,,85365,33282
70535763319,100000,60620452246,98677,61187
58991273020,1000,,35381,7750
96558360544,12000,70735110983,82680,28201
36410906630,15000,48005347823,42191,4212
85402053034,15000,,10440,69494
42163078398,15000,86246876189,1777,63808
37999759923,5000,,6714,24086
48466848193,2500,56563327615,14409,29680
40371349519,20000,98217457037,99816,75553
30526113993,5000,94261519526,89288,27269
99695436634,20000,,21107,75825
33054529776,2500,,98511,93046
