CPF,codicao_socioeconomica,regiao_geografica,posicao_politica,religiao
34642286871,classe alta,norte,centro,espirita
70202442664,classe baixa,sul,esquerda,espirita
67950664324,classe media,nordeste,esquerda,budista
83625518917,classe baixa,norte,esquerda,budista
72889640557,classe alta,sudeste,centro,judeu
99187785295,classe media,centro oeste,direita,budista
44420984977,classe media,nordeste,esquerda,catolico
55673865396,classe baixa,norte,esquerda,catolico
18274684496,classe baixa,nordeste,esquerda,catolico
36541774673,classe alta,centro oeste,direita,budista
98332364540,classe media,nordeste,direita,judeu
92433081234,classe media,norte,esquerda,judeu
26421935822,classe baixa,centro oeste,centro,judeu
70851134655,classe media,norte,esquerda,budista
43259036043,classe baixa,sudeste,centro,judeu
54945206652,classe alta,norte,centro,catolico
88776551909,classe baixa,sul,esquerda,judeu
41978815477,classe media,sudeste,centro,espirita
36428401601,classe alta,nordeste,direita,judeu
77234965200,classe baixa,sul,direita,espirita
43027388505,classe alta,nordeste,esquerda,espirita
70380248511,classe baixa,centro oeste,direita,budista
87667116317,classe media,sul,esquerda,espirita
42106742907,classe baixa,norte,centro,budista
84992127504,classe baixa,nordeste,centro,judeu
42801621016,classe alta,sudeste,esquerda,espirita
71888594880,classe media,norte,direita,budista
78375589832,classe baixa,centro oeste,centro,espirita
18356459798,classe baixa,centro oeste,direita,espirita
71489843615,classe media,norte,direita,budista
91873490604,classe baixa,norte,esquerda,catolico
42162126515,classe baixa,sudeste,esquerda,budista
40792939418,classe alta,sudeste,esquerda,catolico
39049274108,classe alta,nordeste,centro,budista
63127456302,classe baixa,sul,centro,judeu
14650339452,classe media,sudeste,direita,espirita
11501027646,classe alta,sul,direita,judeu
53875671310,classe alta,sul,esquerda,budista
19998211400,classe baixa,nordeste,esquerda,espirita
63771316730,classe media,sul,direita,budista
71652591287,classe baixa,sul,esquerda,budista
26984057362,classe baixa,nordeste,centro,espirita
90572770443,classe alta,centro oeste,esquerda,catolico
85130007799,classe alta,sudeste,esquerda,budista
15230948059,classe media,norte,esquerda,espirita
11214978815,classe alta,nordeste,centro,judeu
30963990014,classe alta,norte,esquerda,budista
93961525791,classe media,norte,centro,catolico
51898524699,classe alta,sul,esquerda,catolico
58420163659,classe alta,sudeste,esquerda,espirita
36423549568,classe media,norte,esquerda,budista
88416837295,classe baixa,centro oeste,direita,espirita
24243539637,classe baixa,norte,esquerda,budista
14265811878,classe baixa,centro oeste,esquerda,judeu
54791275203,classe alta,nordeste,esquerda,judeu
52547301135,classe alta,sul,direita,judeu
17159915499,classe alta,sul,esquerda,catolico
95565909084,classe alta,sul,esquerda,espirita
98775436920,classe alta,norte,centro,budista
28166697962,classe media,sudeste,centro,espirita
83889235815,classe media,sul,centro,espirita
88911230449,classe baixa,sul,direita,catolico
17463709180,classe media,nordeste,centro,judeu
33459672973,classe baixa,norte,direita,judeu
18667833361,classe media,centro oeste,centro,espirita
70100528200,classe media,nordeste,centro,catolico
95102486927,classe baixa,nordeste,centro,budista
30839781847,classe alta,nordeste,esquerda,espirita
22591771398,classe baixa,centro oeste,esquerda,catolico
46421824582,classe baixa,sul,esquerda,budista
85086613982,classe alta,sudeste,direita,catolico
35890274614,classe media,nordeste,direita,judeu
32309607958,classe media,sul,centro,budista
49848497809,classe media,norte,esquerda,catolico
82270022884,classe baixa,sul,direita,espirita
67431003129,classe baixa,norte,esquerda,catolico
15316420598,classe baixa,nordeste,direita,catolico
99768194001,classe media,norte,esquerda,espirita
56354721429,classe alta,nordeste,direita,budista
62753082018,classe baixa,sudeste,centro,espirita
81716543361,classe baixa,sul,direita,budista
69806135004,classe media,sul,centro,catolico
29727536303,classe media,sudeste,centro,judeu
58485511361,classe baixa,sul,centro,espirita
97200373933,classe baixa,sudeste,direita,espirita
27506109663,classe baixa,sudeste,esquerda,espirita
38912414073,classe media,norte,centro,judeu
89927400293,classe media,centro oeste,centro,catolico
69290976333,classe alta,sul,esquerda,budista
87798645833,classe baixa,centro oeste,centro,espirita
95698266221,classe baixa,nordeste,esquerda,budista
99219697696,classe baixa,nordeste,esquerda,espirita
92702509662,classe alta,norte,direita,judeu
16485333604,classe alta,sudeste,centro,catolico
61586404592,classe alta,centro oeste,direita,budista
22632925556,classe media,sul,esquerda,catolico
79727156550,classe baixa,norte,centro,catolico
22457926611,classe baixa,sudeste,esquerda,espirita
19151844710,classe baixa,norte,centro,espirita
60161142391,classe alta,sul,centro,espirita
33040347902,classe baixa,norte,centro,espirita
27139937441,classe alta,sudeste,direita,budista
69556931235,classe baixa,nordeste,direita,judeu
42127196420,classe baixa,norte,centro,budista
65569741166,classe baixa,norte,direita,judeu
48771888384,classe alta,centro oeste,centro,catolico
31939298021,classe baixa,sudeste,direita,espirita
24557410408,classe alta,sudeste,esquerda,espirita
30801705907,classe media,centro oeste,esquerda,judeu
73093459108,classe baixa,sudeste,centro,judeu
73652034491,classe baixa,centro oeste,direita,espirita
13807808842,classe media,nordeste,centro,judeu
49541880834,classe alta,nordeste,direita,budista
12716112426,classe media,sudeste,direita,espirita
53062143478,classe alta,nordeste,centro,budista
73062816122,classe alta,sudeste,esquerda,catolico
60464700948,classe baixa,norte,esquerda,catolico
52145168704,classe baixa,sul,direita,espirita
74066619959,classe baixa,sudeste,direita,espirita
57132383836,classe alta,norte,centro,espirita
97691052716,classe alta,nordeste,direita,budista
61240284977,classe alta,sudeste,direita,catolico
71588209224,classe alta,nordeste,esquerda,budista
17374848523,classe baixa,sul,direita,judeu
37118422418,classe alta,centro oeste,centro,budista
97058826555,classe alta,centro oeste,esquerda,budista
27873973945,classe baixa,nordeste,centro,catolico
22799759174,classe alta,sul,esquerda,catolico
69883253705,classe media,nordeste,direita,judeu
49842303838,classe media,sul,esquerda,catolico
84817639234,classe media,nordeste,direita,espirita
51465908536,classe alta,centro oeste,centro,espirita
28357543611,classe media,centro oeste,esquerda,budista
71811538701,classe alta,norte,centro,catolico
95536079733,classe baixa,nordeste,direita,catolico
19682112293,classe alta,centro oeste,centro,catolico
58291763466,classe alta,norte,direita,judeu
65025023851,classe media,norte,direita,judeu
88624304637,classe alta,sudeste,centro,espirita
86599488138,classe baixa,centro oeste,esquerda,espirita
43966648646,classe alta,nordeste,esquerda,judeu
83657008846,classe alta,centro oeste,esquerda,catolico
23261054387,classe alta,sudeste,esquerda,espirita
86624057685,classe alta,sul,esquerda,budista
39294668315,classe alta,norte,direita,judeu
38664090675,classe media,norte,centro,catolico
54646410442,classe media,sul,esquerda,catolico
94427064147,classe alta,centro oeste,direita,budista
56310098243,classe baixa,nordeste,esquerda,judeu
11006502546,classe alta,sul,esquerda,budista
87599586147,classe baixa,sul,centro,budista
45482545904,classe media,nordeste,esquerda,catolico
18901140156,classe baixa,nordeste,centro,espirita
55754243325,classe baixa,nordeste,esquerda,espirita
32646648605,classe alta,norte,centro,catolico
85283877303,classe alta,sudeste,centro,espirita
41695540119,classe baixa,norte,esquerda,judeu
34844674189,classe baixa,sul,centro,catolico
62797035345,classe media,centro oeste,centro,budista
88901137248,classe baixa,centro oeste,centro,judeu
24742733042,classe media,centro oeste,direita,budista
76173190540,classe alta,sudeste,direita,budista
36829469011,classe media,sudeste,direita,espirita
71744635412,classe media,sudeste,direita,budista
70207057149,classe baixa,norte,direita,catolico
76140264141,classe alta,nordeste,direita,budista
13983972680,classe alta,norte,centro,espirita
25805109390,classe media,sudeste,direita,budista
11750971546,classe baixa,sudeste,centro,judeu
49880825102,classe media,sudeste,esquerda,budista
46926930148,classe alta,sul,esquerda,espirita
66484938177,classe media,sul,centro,budista
33055519777,classe media,sudeste,direita,budista
90436046611,classe media,nordeste,esquerda,budista
51819620244,classe baixa,nordeste,centro,budista
66206521383,classe alta,sul,centro,catolico
18798131782,classe media,sul,esquerda,budista
73805401242,classe media,sudeste,direita,budista
88403335457,classe baixa,centro oeste,centro,espirita
23065890305,classe alta,centro oeste,centro,espirita
79137770402,classe alta,sul,esquerda,budista
96815844255,classe baixa,nordeste,direita,catolico
93081798167,classe baixa,sudeste,direita,budista
87887776921,classe baixa,sudeste,centro,budista
40233080464,classe media,centro oeste,centro,espirita
55189892206,classe media,sul,esquerda,judeu
25838083660,classe alta,norte,direita,budista
90281589695,classe alta,sudeste,direita,catolico
42210127867,classe media,sudeste,direita,espirita
59637471812,classe alta,nordeste,direita,catolico
52156751420,classe baixa,nordeste,esquerda,espirita
69608573847,classe alta,nordeste,esquerda,budista
95596912368,classe baixa,norte,esquerda,budista
53256955578,classe baixa,sul,centro,budista
69580257132,classe baixa,nordeste,direita,budista
16685923717,classe baixa,centro oeste,centro,espirita
52243698048,classe media,norte,centro,budista
92845340924,classe media,sudeste,esquerda,budista
18451721390,classe alta,centro oeste,direita,espirita
48210542336,classe baixa,sudeste,centro,catolico
71098082953,classe media,sudeste,centro,catolico
41564325820,classe baixa,sul,esquerda,espirita
41866404150,classe baixa,sudeste,centro,budista
52176805653,classe alta,centro oeste,centro,judeu
92753748664,classe alta,sul,direita,budista
51027449696,classe baixa,centro oeste,esquerda,budista
11061767246,classe media,sudeste,centro,catolico
89352232038,classe media,centro oeste,direita,espirita
68002693219,classe media,nordeste,centro,espirita
18211213227,classe alta,centro oeste,centro,judeu
60231040057,classe alta,sul,centro,budista
67677029021,classe media,centro oeste,centro,catolico
16305460869,classe alta,sul,esquerda,budista
18980155094,classe baixa,centro oeste,direita,judeu
11653631394,classe alta,centro oeste,direita,catolico
91966130359,classe alta,norte,direita,catolico
93506956736,classe media,sul,esquerda,budista
17759081664,classe baixa,sudeste,esquerda,catolico
32192208843,classe alta,norte,esquerda,budista
66113310712,classe alta,sudeste,esquerda,budista
25838586881,classe baixa,norte,esquerda,espirita
16702845288,classe media,sul,centro,espirita
96120371805,classe media,sul,direita,budista
18987595629,classe alta,norte,centro,catolico
95564552063,classe baixa,centro oeste,direita,judeu
29852417864,classe baixa,nordeste,direita,catolico
28283823158,classe alta,norte,direita,catolico
88401553719,classe baixa,centro oeste,centro,budista
58148079334,classe alta,sul,centro,catolico
96190898387,classe media,sudeste,centro,budista
59478179428,classe baixa,sudeste,esquerda,judeu
86569369960,classe alta,sudeste,centro,judeu
43708055267,classe baixa,sudeste,esquerda,judeu
90318525478,classe media,norte,centro,espirita
46220137164,classe baixa,norte,direita,judeu
21352312067,classe alta,centro oeste,esquerda,judeu
92210130926,classe media,norte,direita,judeu
42202466023,classe baixa,nordeste,esquerda,budista
37479192200,classe baixa,sul,direita,budista
67253669913,classe alta,centro oeste,direita,judeu
22297315167,classe media,sul,esquerda,budista
42524577820,classe baixa,sudeste,esquerda,espirita
91780654319,classe baixa,centro oeste,esquerda,espirita
35257103498,classe baixa,nordeste,centro,budista
83246773126,classe baixa,norte,centro,budista
61833816516,classe alta,nordeste,esquerda,judeu
61619205151,classe alta,sudeste,direita,budista
16040376764,classe baixa,norte,centro,judeu
20920771007,classe alta,centro oeste,direita,budista
81844552000,classe alta,norte,direita,judeu
80182431041,classe baixa,norte,centro,budista
23378434259,classe media,centro oeste,centro,catolico
42053364924,classe alta,sudeste,direita,budista
58383291169,classe media,centro oeste,direita,judeu
86750006453,classe media,sudeste,esquerda,judeu
28506670463,classe media,nordeste,centro,budista
73156838029,classe baixa,sul,centro,espirita
13962901133,classe baixa,nordeste,esquerda,espirita
73249714584,classe baixa,sul,direita,catolico
84094030437,classe baixa,sul,direita,budista
67160625074,classe media,centro oeste,centro,catolico
86280468116,classe media,sudeste,esquerda,catolico
91128629885,classe media,nordeste,direita,judeu
71561308117,classe baixa,sudeste,centro,budista
92786125014,classe alta,sul,direita,espirita
14156382796,classe baixa,sul,direita,espirita
